time,"Einspritzdruck, Ist","Schneckenvolumen, Ist","Auswerferweg, Ist","Einspritzstrom, Ist","Werkzeuggeschwindigkeit, Ist","Auswerfergeschwindigkeit, Ist","Werkzeugkraft, Ist","Werkzeugweg, Ist","Druckmesssystem 3, Ist","Temperaturmesssystem 5, Ist",id
3.85,19.6,12.34,0.09,-3.38,0.0,-0.61,118.06,-0.02,0.0,31.1,52
3.9,20.29,12.51,0.09,-3.35,0.0,0.0,118.06,-0.02,0.0,31.1,52
3.95,19.6,12.68,0.09,-3.35,0.0,0.0,118.17,-0.02,0.0,31.1,52
4.0,20.19,12.85,0.09,-3.32,0.0,0.31,118.06,-0.02,0.0,31.1,52
4.05,21.29,13.02,0.09,-3.5,0.0,-0.31,118.06,-0.02,0.0,31.2,52
4.1,18.6,13.2,0.09,-3.41,0.0,0.0,118.06,-0.02,0.0,31.0,52
4.15,20.19,13.36,0.09,-3.23,0.0,0.31,118.06,-0.02,0.0,31.1,52
4.2,20.69,13.53,0.09,-3.38,0.0,0.61,118.17,-0.02,0.0,31.2,52
4.25,19.6,13.71,0.08,-3.47,0.0,-0.61,118.06,-0.02,0.0,31.1,52
4.3,20.29,13.88,0.09,-3.47,0.0,-0.31,118.17,-0.02,0.0,31.0,52
4.35,20.39,14.05,0.09,-3.41,0.0,-0.31,118.06,-0.02,0.0,31.1,52
4.4,19.8,14.23,0.09,-3.38,0.0,0.31,118.06,-0.02,0.0,31.1,52
4.45,19.7,14.4,0.08,-3.41,0.0,-0.31,118.06,-0.02,0.0,31.2,52
4.5,20.39,14.57,0.09,-3.41,0.0,-0.31,118.17,-0.02,0.0,31.3,52
4.55,20.19,14.74,0.08,-3.41,0.0,-0.31,118.06,-0.02,0.0,31.0,52
4.6,19.7,14.91,0.09,-3.44,0.0,0.31,117.95,-0.02,0.0,31.1,52
4.65,20.69,15.09,0.09,-3.44,0.0,0.0,118.17,-0.02,0.0,31.1,52
4.7,20.49,15.26,0.09,-3.47,0.0,0.0,118.06,-0.02,0.0,31.0,52
4.75,19.89,15.43,0.09,-3.44,0.0,0.0,118.17,-0.02,0.0,31.0,52
4.8,19.6,15.61,0.08,-3.5,0.0,0.0,118.06,-0.02,0.0,31.1,52
4.85,20.09,15.78,0.09,-3.44,0.0,0.31,118.06,-0.02,0.0,31.1,52
4.9,20.19,15.96,0.08,-3.44,0.0,0.31,118.17,-0.02,0.0,31.0,52
4.95,19.7,16.13,0.09,-3.41,0.0,-0.31,118.06,-0.02,0.0,31.1,52
5.0,19.8,16.3,0.08,-3.38,0.0,-0.31,118.06,-0.02,0.0,31.2,52
5.05,20.59,16.47,0.1,-3.38,0.0,0.31,118.06,-0.02,0.0,31.1,52
5.1,-0.8,16.56,0.09,-1.12,0.0,-0.31,118.06,-0.02,0.0,31.2,52
5.15,-36.61,17.17,0.09,-17.36,0.0,0.31,117.95,-0.02,0.0,31.0,52
5.2,-31.93,18.13,0.08,-19.05,0.0,-0.31,117.95,-0.02,0.0,31.2,52
5.25,-13.83,18.49,0.08,-1.69,0.0,0.0,118.06,-0.02,0.0,31.1,52
5.3,-6.27,18.5,0.02,-0.03,0.0,-0.31,117.73,-0.02,0.0,31.1,52
5.35,-4.87,18.5,0.03,0.0,0.0,0.31,117.73,-0.02,0.0,31.0,52
5.4,-4.68,18.5,0.04,0.0,0.0,0.61,117.62,-0.02,0.0,31.1,52
5.45,-4.48,18.5,0.05,0.0,0.0,0.31,117.5,-0.02,0.0,31.0,52
5.5,-4.28,18.5,0.04,0.0,0.0,0.61,117.5,-0.02,0.0,31.3,52
5.55,-4.08,18.5,0.05,0.0,0.0,0.0,117.5,-0.02,0.0,31.0,52
5.6,-3.98,18.5,0.05,0.0,0.0,-0.31,117.5,-0.02,0.0,31.1,52
5.65,-3.98,18.5,0.05,0.0,0.0,0.31,117.5,-0.02,0.0,31.1,52
5.7,-3.78,18.5,0.05,0.0,0.0,-0.31,117.5,-0.02,0.0,31.3,52
5.75,-3.78,18.5,0.05,0.0,0.0,0.0,118.39,-0.02,0.0,31.1,52
5.8,-3.58,18.5,0.07,0.0,0.0,0.61,103.02,-0.02,0.0,31.2,52
5.85,-3.18,18.5,0.09,0.0,-1.91,0.31,38.25,0.04,0.0,31.2,52
5.9,-2.88,18.5,0.1,0.0,-0.95,-0.31,1.22,0.08,0.0,31.0,52
5.95,-3.28,18.5,0.09,0.0,-0.95,0.0,-0.22,0.1,0.0,31.2,52
6.0,-3.18,18.5,0.09,0.0,-2.86,0.31,0.0,0.25,0.0,31.1,52
6.05,-3.08,18.5,0.09,0.0,-3.81,0.0,0.11,0.42,0.0,31.1,52
6.1,-2.88,18.5,0.1,0.0,-3.81,0.0,0.22,0.65,0.0,31.2,52
6.15,-2.88,18.5,0.09,0.0,-5.72,-0.31,0.33,0.9,0.0,31.2,52
6.2,-3.08,18.5,0.1,0.0,-6.68,0.31,0.33,1.22,0.0,31.1,52
6.25,-2.98,18.5,0.09,0.0,-7.63,-0.31,0.33,1.58,0.0,31.3,52
6.3,-2.69,18.5,0.09,0.0,-8.58,0.0,0.33,2.0,0.0,31.1,52
6.35,-2.98,18.5,0.1,0.0,-9.54,0.0,0.33,2.48,0.0,31.1,52
6.4,-2.88,18.5,0.1,0.0,-11.44,-0.31,0.33,3.03,0.0,31.0,52
6.45,-2.88,18.5,0.09,0.0,-12.4,0.0,0.44,3.64,0.0,31.2,52
6.5,-2.88,18.5,0.1,0.0,-14.31,0.31,0.44,4.33,0.0,31.2,52
6.55,-2.98,18.5,0.1,0.0,-15.26,0.0,0.33,5.11,0.0,31.2,52
6.6,-2.88,18.5,0.1,0.0,-17.17,0.0,0.33,5.97,0.0,31.2,52
6.65,-2.79,18.5,0.09,0.0,-19.07,0.31,0.33,6.9,0.0,31.1,52
6.7,-2.88,18.5,0.1,0.0,-20.98,0.31,0.33,7.93,0.0,31.1,52
6.75,-2.49,18.5,0.09,0.0,-22.89,0.92,0.33,9.08,0.0,31.1,52
6.8,-2.59,18.5,0.1,0.0,-24.8,-0.31,0.33,10.32,0.0,31.2,52
6.85,-2.79,18.5,0.1,0.0,-27.66,0.31,0.33,11.67,0.0,31.0,52
6.9,-2.88,18.5,0.09,0.0,-29.56,-0.31,0.44,13.12,0.0,31.0,52
6.95,-2.69,18.5,0.1,0.0,-32.43,0.0,0.33,14.69,0.0,31.3,52
7.0,-2.69,18.5,0.1,0.0,-33.38,0.31,0.33,16.38,0.0,30.9,52
7.05,-2.39,18.5,0.1,0.0,-37.19,-0.31,0.33,18.22,0.0,31.2,52
7.1,-2.69,18.5,0.1,0.0,-40.06,-1.22,0.33,20.16,0.0,31.1,52
7.15,-2.88,18.5,0.1,0.0,-41.01,0.61,0.22,22.22,0.0,31.1,52
7.2,-2.79,18.5,0.1,0.0,-43.87,-0.31,0.22,24.41,0.0,31.0,52
7.25,-2.88,18.5,0.1,0.0,-46.73,0.31,0.33,26.76,0.0,31.1,52
7.3,-2.88,18.5,0.1,0.0,-49.59,0.61,0.33,29.2,0.0,31.0,52
7.35,-2.79,18.5,0.1,0.0,-52.45,0.61,0.33,31.8,0.0,31.2,52
7.4,-2.79,18.5,0.1,0.0,-55.31,0.0,0.33,34.5,0.0,31.2,52
7.45,-2.69,18.5,0.1,0.0,-57.22,0.0,0.33,37.35,0.0,31.2,52
7.5,-2.79,18.5,0.1,0.0,-61.04,-0.61,0.11,40.44,0.0,31.2,52
7.55,-2.49,18.5,0.1,0.0,-138.29,0.31,0.0,46.66,0.0,31.2,52
7.6,-2.79,18.5,0.09,0.0,-313.77,0.31,-0.33,61.06,0.0,31.2,52
7.65,-3.78,18.5,0.1,0.0,-552.19,-0.61,-1.33,86.88,0.0,31.2,52
7.7,-2.09,18.5,0.1,0.0,-857.38,0.31,-1.33,127.53,0.0,31.2,52
7.75,-3.58,18.5,0.1,0.0,-1062.43,0.0,0.33,179.6,0.0,31.3,52
7.8,-2.19,18.5,0.1,0.0,-906.02,0.0,0.33,226.5,0.0,31.2,52
7.85,-2.29,18.5,0.1,0.0,-676.18,0.31,0.44,262.06,0.0,31.0,52
7.9,-2.69,18.5,0.09,0.0,-453.01,0.31,0.44,286.42,0.0,31.2,52
7.95,-3.28,18.5,0.09,0.0,-206.0,0.0,0.66,298.49,0.0,31.1,52
8.0,-2.59,18.5,0.1,0.0,-9.54,0.0,0.0,300.05,0.0,30.9,52
8.05,-2.29,18.5,0.1,0.0,0.0,0.0,0.0,300.05,0.0,31.1,52
8.1,-2.29,18.5,2.17,0.0,0.0,51.27,0.0,300.07,0.0,31.1,52
8.15,-2.49,18.5,6.96,0.0,0.0,106.2,0.0,300.09,0.0,31.1,52
8.2,-2.79,18.5,14.26,0.0,0.0,154.12,0.0,300.09,0.0,31.3,52
8.25,-2.39,18.5,17.61,0.0,0.0,40.59,0.0,300.09,0.0,31.2,52
8.3,-2.69,18.5,19.59,0.0,0.0,47.0,0.0,300.09,0.0,31.0,52
8.35,-2.59,18.5,20.84,0.0,0.0,21.36,0.0,300.09,0.0,31.2,52
8.4,-2.49,18.5,20.84,0.0,0.0,0.31,0.0,300.09,0.0,31.1,52
8.45,-2.49,18.5,20.85,0.0,0.0,-0.61,0.0,300.09,0.0,31.1,52
8.5,-2.79,18.5,20.83,0.0,0.0,0.0,0.0,300.09,0.0,31.3,52
8.55,-2.79,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,0.0,31.0,52
8.6,-2.79,18.5,20.84,0.0,0.0,0.0,0.0,300.09,0.0,31.1,52
8.65,-2.59,18.5,20.84,0.0,0.0,0.0,0.0,300.09,0.0,31.0,52
8.7,-2.49,18.5,20.83,0.0,-0.95,-0.31,0.0,300.09,0.0,31.2,52
8.75,-2.79,18.5,20.85,0.0,0.0,0.92,0.0,300.09,0.0,31.2,52
8.8,-2.49,18.5,20.84,0.0,0.0,0.0,0.0,300.09,0.0,31.0,52
8.85,-2.49,18.5,20.84,0.0,0.0,-0.61,0.0,300.11,0.0,31.0,52
8.9,-2.59,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,0.0,31.2,52
8.95,-2.39,18.5,20.84,0.0,0.0,0.0,0.0,300.09,0.0,30.9,52
9.0,-2.49,18.5,20.84,0.0,0.0,0.61,0.0,300.09,0.0,31.1,52
9.05,-2.49,18.5,20.85,0.0,0.0,0.31,0.0,300.11,0.0,31.2,52
9.1,-2.59,18.5,20.84,0.0,0.0,0.0,0.0,300.09,0.0,31.1,52
9.15,-2.49,18.5,20.84,0.0,0.0,0.31,0.0,300.09,0.0,31.0,52
9.2,-2.49,18.5,20.85,0.0,0.0,0.0,0.0,300.11,0.0,31.1,52
9.25,-2.49,18.5,20.85,0.0,-0.95,0.0,0.0,300.09,0.0,31.0,52
9.3,-2.59,18.5,20.85,0.0,0.0,-0.31,0.0,300.11,0.0,31.1,52
9.35,-2.69,18.5,20.83,0.0,0.0,-0.61,0.0,300.09,0.0,31.2,52
9.4,-2.79,18.5,20.84,0.0,0.0,-0.31,0.0,300.09,0.0,31.3,52
9.45,-2.49,18.5,20.34,0.0,0.0,-0.31,0.0,300.09,0.0,31.1,52
9.5,-2.69,18.5,13.44,0.0,0.0,-162.97,0.0,300.09,0.0,31.2,52
9.55,-2.59,18.5,5.95,0.0,0.0,-143.13,0.0,300.09,0.0,31.2,52
9.6,-2.49,18.5,2.66,0.0,0.0,-49.75,0.0,300.09,0.0,31.1,52
9.65,-2.69,18.5,1.04,0.0,0.0,-27.16,0.0,300.09,0.0,31.1,52
9.7,-2.29,18.5,0.07,0.0,0.0,-1.22,0.0,300.09,0.0,31.1,52
9.75,-2.49,18.5,0.05,0.0,0.0,-0.31,0.0,300.09,0.0,31.2,52
9.8,-2.59,18.5,0.07,0.0,0.0,0.61,0.0,300.09,0.0,30.9,52
9.85,-2.39,18.5,0.08,0.0,0.0,-0.61,0.0,300.09,0.0,31.0,52
9.9,-2.49,18.5,0.07,0.0,0.0,0.0,0.0,300.09,0.0,31.2,52
9.95,-2.49,18.5,0.08,0.0,0.0,0.0,0.0,300.09,0.0,31.2,52
10.0,-2.49,18.5,0.07,0.0,0.0,0.31,0.0,300.09,0.0,31.3,52
10.05,-2.49,18.5,0.08,0.0,0.0,0.0,0.0,300.09,0.0,31.3,52
0.0,-0.99,18.5,-0.03,0.0,0.0,-0.31,120.27,-0.02,0.0,31.0,53
0.05,53.52,18.01,-0.04,17.57,-0.95,0.31,119.94,-0.02,0.64,31.0,53
0.1,78.98,17.03,-0.04,19.81,0.0,-0.31,119.6,-0.02,0.64,31.0,53
0.15,186.42,16.03,-0.04,19.84,0.0,0.31,119.27,-0.02,0.64,31.0,53
0.2,160.06,15.04,-0.02,19.9,0.0,-0.31,119.16,-0.02,0.75,31.0,53
0.25,163.54,14.04,0.02,19.87,0.0,1.22,119.16,-0.02,0.86,31.0,53
0.3,171.49,13.05,0.04,19.87,0.0,0.31,119.05,-0.02,0.86,31.2,53
0.35,202.43,12.05,0.05,19.87,0.0,-0.31,118.94,-0.02,0.96,31.1,53
0.4,232.57,11.06,0.09,19.87,0.0,1.83,118.94,-0.02,0.96,31.0,53
0.45,407.55,10.06,0.09,19.87,0.0,-0.31,118.94,-0.02,0.96,31.1,53
0.5,472.11,9.07,0.08,19.9,0.0,0.0,118.83,-0.02,0.96,31.1,53
0.55,490.41,8.07,0.08,19.87,0.0,-0.61,118.94,-0.02,1.07,31.0,53
0.6,503.64,7.08,0.09,19.9,0.0,-0.61,118.94,-0.02,1.18,31.0,53
0.65,523.44,6.08,0.08,19.87,0.0,0.31,118.94,-0.02,1.18,31.2,53
0.7,398.4,5.35,0.09,5.59,0.0,-0.31,119.38,-0.02,1.28,30.8,53
0.75,173.38,5.86,0.09,-2.02,0.0,0.31,118.61,-0.02,1.28,31.1,53
0.8,201.44,5.71,0.09,2.57,0.0,0.0,119.05,-0.02,1.18,31.0,53
0.85,195.97,5.65,0.08,0.75,0.0,0.0,118.83,-0.02,1.07,31.0,53
0.9,195.87,5.59,0.08,1.39,0.0,0.0,118.94,-0.02,1.07,31.0,53
0.95,199.45,5.52,0.08,1.36,0.0,0.0,118.83,-0.02,0.96,31.0,53
1.0,200.44,5.46,0.09,1.09,0.0,-0.31,118.94,-0.02,0.96,31.1,53
1.05,199.45,5.41,0.09,0.94,0.0,0.61,118.83,-0.02,0.96,30.9,53
1.1,199.94,5.36,0.08,0.97,0.0,0.31,118.94,-0.02,0.96,31.2,53
1.15,199.75,5.32,0.09,0.75,0.0,-0.31,118.94,-0.02,0.96,31.0,53
1.2,199.75,5.28,0.09,0.66,0.0,0.0,118.83,-0.02,0.86,31.0,53
1.25,200.34,5.25,0.08,0.54,0.0,0.61,118.83,-0.02,0.86,30.9,53
1.3,199.65,5.23,0.09,0.42,0.0,-0.31,118.72,-0.02,0.86,31.1,53
1.35,199.65,5.21,0.08,0.36,0.0,0.0,118.94,-0.02,0.75,31.0,53
1.4,199.94,5.19,0.08,0.24,0.0,-0.31,118.83,-0.02,0.75,31.1,53
1.45,199.94,5.18,0.09,0.15,0.0,0.31,118.72,-0.02,0.86,31.0,53
1.5,200.04,5.18,0.09,0.09,0.0,0.0,118.94,-0.02,0.75,31.0,53
1.55,199.65,5.17,0.08,0.06,0.0,0.0,118.83,-0.02,0.75,31.1,53
1.6,200.04,5.17,0.08,0.06,0.0,0.0,118.72,-0.02,0.75,31.1,53
1.65,200.14,5.16,0.09,0.03,0.0,-0.61,118.72,-0.02,0.75,31.0,53
1.7,178.26,5.17,0.09,0.03,0.0,0.0,118.72,-0.02,0.75,31.1,53
1.75,-14.92,5.79,0.05,-14.98,0.0,-0.31,118.39,-0.02,0.75,31.0,53
1.8,-4.28,6.14,-0.02,-4.65,0.0,-0.61,118.17,-0.02,0.64,31.1,53
1.85,7.36,6.25,-0.03,-1.6,0.0,-0.31,118.17,-0.02,0.75,30.9,53
1.9,9.55,6.28,-0.02,-0.12,0.0,0.61,118.06,-0.02,0.64,31.1,53
1.95,9.75,6.28,0.0,0.0,0.0,0.31,118.06,-0.02,0.64,31.0,53
2.0,11.44,6.28,0.02,0.0,0.0,0.31,117.95,-0.02,0.64,31.1,53
2.05,32.83,6.29,0.02,-0.48,0.0,0.31,117.84,-0.02,0.64,31.1,53
2.1,30.84,6.42,0.02,-3.44,0.0,0.31,117.95,-0.02,0.64,31.0,53
2.15,19.7,6.63,0.02,-4.11,0.0,0.31,117.84,-0.02,0.54,31.0,53
2.2,17.31,6.81,0.03,-3.26,0.0,0.61,117.95,-0.02,0.54,31.1,53
2.25,19.5,6.96,0.05,-2.84,0.0,0.61,117.95,-0.02,0.64,31.0,53
2.3,21.39,7.11,0.04,-2.96,0.0,0.0,117.95,-0.02,0.54,31.1,53
2.35,20.89,7.26,0.08,-3.23,0.0,1.83,118.17,-0.02,0.64,31.1,53
2.4,19.99,7.43,0.09,-3.26,0.0,-0.31,118.17,-0.02,0.64,31.0,53
2.45,20.09,7.6,0.09,-3.23,0.0,0.31,118.06,-0.02,0.54,31.0,53
2.5,19.6,7.76,0.09,-3.26,0.0,0.0,118.17,-0.02,0.54,31.3,53
2.55,20.59,7.92,0.09,-3.23,0.0,-0.61,118.06,-0.02,0.54,31.2,53
2.6,19.6,8.09,0.09,-3.26,0.0,0.0,118.06,-0.02,0.54,31.0,53
2.65,20.39,8.25,0.08,-3.26,0.0,0.31,118.06,-0.02,0.54,30.9,53
2.7,20.09,8.41,0.09,-3.26,0.0,0.31,118.06,-0.02,0.54,31.0,53
2.75,19.89,8.58,0.08,-3.26,0.0,-0.31,118.17,-0.02,0.54,31.1,53
2.8,20.19,8.74,0.09,-3.29,0.0,-0.61,118.17,-0.02,0.54,31.0,53
2.85,20.19,8.91,0.09,-3.32,0.0,0.61,118.06,-0.02,0.54,31.1,53
2.9,19.89,9.08,0.08,-3.32,0.0,0.31,118.06,-0.02,0.54,31.0,53
2.95,20.39,9.25,0.09,-3.32,0.0,0.31,118.06,-0.02,0.54,31.0,53
3.0,19.5,9.42,0.09,-3.38,0.0,0.31,118.17,-0.02,0.54,31.1,53
3.05,20.39,9.59,0.09,-3.35,0.0,0.31,118.17,-0.02,0.54,31.1,53
3.1,19.8,9.75,0.09,-3.32,0.0,0.0,118.06,-0.02,0.54,31.0,53
3.15,20.39,9.92,0.09,-3.29,0.0,-0.31,118.06,-0.02,0.54,31.2,53
3.2,19.89,10.09,0.09,-3.35,0.0,0.31,118.06,-0.02,0.54,31.0,53
3.25,19.8,10.25,0.09,-3.35,0.0,0.0,118.17,-0.02,0.54,31.1,53
3.3,20.69,10.42,0.09,-3.32,0.0,0.31,118.17,-0.02,0.54,31.2,53
3.35,19.7,10.59,0.09,-3.35,0.0,0.31,118.17,-0.02,0.54,31.2,53
3.4,20.39,10.76,0.09,-3.35,0.0,-0.31,118.17,-0.02,0.54,31.1,53
3.45,20.49,10.93,0.09,-3.38,0.0,0.0,118.17,-0.02,0.0,31.0,53
3.5,19.5,11.1,0.08,-3.35,0.0,-0.31,118.17,-0.02,0.0,31.1,53
3.55,20.29,11.27,0.08,-3.35,0.0,0.0,118.06,-0.02,0.0,31.1,53
3.6,19.7,11.44,0.09,-3.32,0.0,0.31,118.06,-0.02,0.0,31.0,53
3.65,20.79,11.61,0.09,-3.32,0.0,-0.31,118.06,-0.02,0.0,31.2,53
3.7,19.89,11.78,0.09,-3.35,0.0,0.31,118.17,-0.02,0.0,31.0,53
3.75,20.29,11.94,0.09,-3.35,0.0,0.31,118.06,-0.02,0.0,31.1,53
3.8,20.59,12.12,0.09,-3.38,0.0,0.0,118.06,-0.02,0.0,31.1,53
3.85,19.6,12.29,0.09,-3.44,0.0,0.0,118.06,-0.02,0.0,31.0,53
3.9,19.89,12.46,0.09,-3.41,0.0,0.31,118.06,-0.02,0.0,31.0,53
3.95,20.19,12.63,0.09,-3.38,0.0,-0.31,118.06,-0.02,0.0,31.0,53
4.0,19.4,12.8,0.09,-3.38,0.0,-0.61,118.17,-0.02,0.0,31.2,53
4.05,20.19,12.97,0.08,-3.35,0.0,0.0,118.17,-0.02,0.0,31.1,53
4.1,19.89,13.14,0.08,-3.38,0.0,-0.31,118.06,-0.02,0.0,31.1,53
4.15,19.8,13.31,0.09,-3.35,0.0,-0.31,118.17,-0.02,0.0,31.0,53
4.2,20.39,13.48,0.07,-3.38,0.0,0.31,118.17,-0.02,0.0,31.1,53
4.25,20.09,13.65,0.09,-3.44,0.0,-0.31,118.06,-0.02,0.0,30.9,53
4.3,19.4,13.82,0.09,-3.44,0.0,0.0,118.06,-0.02,0.0,31.1,53
4.35,20.89,14.0,0.09,-3.38,0.0,-0.31,118.06,-0.02,0.0,31.0,53
4.4,19.89,14.17,0.08,-3.41,0.0,-0.31,118.17,-0.02,0.0,31.0,53
4.45,19.89,14.33,0.09,-3.38,0.0,0.0,118.06,-0.02,0.0,31.2,53
4.5,20.79,14.5,0.09,-3.35,0.0,-0.31,118.06,-0.02,0.0,30.9,53
4.55,19.8,14.67,0.09,-3.38,0.0,0.31,118.17,-0.02,0.0,31.4,53
4.6,20.09,14.85,0.09,-3.41,0.0,0.31,118.06,-0.02,0.0,31.0,53
4.65,20.59,15.02,0.09,-3.44,0.0,0.0,118.06,-0.02,0.0,31.2,53
4.7,20.09,15.19,0.09,-3.47,0.0,-0.31,118.06,-0.02,0.0,31.2,53
4.75,19.8,15.37,0.09,-3.47,0.0,0.0,118.06,-0.02,0.0,30.9,53
4.8,19.99,15.54,0.09,-3.47,0.0,0.0,117.95,-0.02,0.0,31.1,53
4.85,20.39,15.72,0.09,-3.44,0.0,-0.61,117.95,-0.02,0.0,31.1,53
4.9,20.09,15.89,0.09,-3.44,0.0,0.31,118.17,-0.02,0.0,31.3,53
4.95,19.5,16.07,0.09,-3.44,0.0,0.0,118.17,-0.02,0.0,31.0,53
5.0,19.7,16.24,0.08,-3.41,0.0,0.0,118.06,-0.02,0.0,31.0,53
5.05,20.49,16.41,0.08,-3.41,0.0,0.31,118.06,-0.02,0.0,31.2,53
5.1,9.35,16.54,0.08,-1.15,0.0,0.31,118.06,-0.02,0.0,31.2,53
5.15,-34.42,16.85,0.08,-11.35,0.0,0.0,118.06,-0.02,0.0,30.9,53
5.2,-38.0,17.8,0.09,-19.66,0.0,-0.61,118.06,-0.02,0.0,31.3,53
5.25,-15.22,18.46,0.09,-6.91,0.0,0.31,117.95,-0.02,0.0,31.2,53
5.3,-7.96,18.5,0.02,-0.12,0.0,-3.05,117.84,-0.02,0.0,31.3,53
5.35,-5.27,18.5,0.03,0.0,0.0,0.31,117.73,-0.02,0.0,31.1,53
5.4,-4.77,18.5,0.03,0.0,0.0,0.61,117.62,-0.02,0.0,30.9,53
5.45,-4.48,18.5,0.04,0.0,0.0,0.31,117.62,-0.02,0.0,31.1,53
5.5,-4.28,18.5,0.05,0.0,0.0,0.31,117.62,-0.02,0.0,31.1,53
5.55,-4.18,18.5,0.05,0.0,0.0,0.0,117.62,-0.02,0.0,31.2,53
5.6,-4.08,18.5,0.05,0.0,0.0,-0.31,117.62,-0.02,0.0,31.1,53
5.65,-3.98,18.5,0.06,0.0,0.0,0.0,117.39,-0.02,0.0,31.1,53
5.7,-3.88,18.5,0.05,0.0,0.0,0.61,117.62,-0.02,0.0,31.1,53
5.75,-3.58,18.5,0.05,0.0,0.0,0.0,118.61,-0.02,0.0,31.2,53
5.8,-3.28,18.5,0.06,0.0,0.0,0.0,113.86,-0.02,0.0,31.2,53
5.85,-3.18,18.5,0.09,0.0,0.0,0.31,63.56,0.02,0.0,31.2,53
5.9,-2.98,18.5,0.09,0.0,-0.95,0.0,8.73,0.06,0.0,31.2,53
5.95,-2.88,18.5,0.09,0.0,0.95,0.0,-0.66,0.08,0.0,31.0,53
6.0,-2.98,18.5,0.09,0.0,-2.86,-0.31,0.0,0.19,0.0,31.1,53
6.05,-3.08,18.5,0.09,0.0,-3.81,0.31,0.0,0.34,0.0,31.2,53
6.1,-3.18,18.5,0.1,0.0,-3.81,0.31,0.22,0.55,0.0,31.0,53
6.15,-2.98,18.5,0.1,0.0,-5.72,0.0,0.22,0.8,0.0,31.3,53
6.2,-2.88,18.5,0.1,0.0,-6.68,0.31,0.33,1.11,0.0,31.0,53
6.25,-3.08,18.5,0.1,0.0,-6.68,-0.31,0.33,1.45,0.0,31.2,53
6.3,-2.88,18.5,0.1,0.0,-8.58,0.0,0.33,1.85,0.0,31.1,53
6.35,-2.88,18.5,0.1,0.0,-9.54,-0.31,0.44,2.31,0.0,31.0,53
6.4,-2.98,18.5,0.1,0.0,-10.49,0.61,0.33,2.82,0.0,31.0,53
6.45,-2.79,18.5,0.1,0.0,-12.4,-0.31,0.44,3.41,0.0,31.2,53
6.5,-2.69,18.5,0.1,0.0,-13.35,0.61,0.44,4.08,0.0,31.2,53
6.55,-2.98,18.5,0.1,0.0,-15.26,-0.31,0.33,4.83,0.0,31.2,53
6.6,-2.88,18.5,0.1,0.0,-17.17,-0.31,0.33,5.65,0.0,31.0,53
6.65,-2.88,18.5,0.09,0.0,-18.12,0.0,0.33,6.56,0.0,31.2,53
6.7,-2.88,18.5,0.1,0.0,-20.98,-0.31,0.44,7.55,0.0,31.1,53
6.75,-2.88,18.5,0.1,0.0,-22.89,0.31,0.44,8.66,0.0,31.0,53
6.8,-2.79,18.5,0.1,0.0,-24.8,0.0,0.44,9.86,0.0,31.3,53
6.85,-2.79,18.5,0.1,0.0,-26.7,0.0,0.33,11.16,0.0,31.3,53
6.9,-2.69,18.5,0.1,0.0,-29.56,0.61,0.33,12.59,0.0,31.1,53
6.95,-2.88,18.5,0.1,0.0,-30.52,0.61,0.33,14.11,0.0,31.3,53
7.0,-2.69,18.5,0.1,0.0,-33.38,-0.61,0.33,15.77,0.0,31.1,53
7.05,-2.69,18.5,0.1,0.0,-35.29,0.0,0.44,17.53,0.0,31.2,53
7.1,-2.79,18.5,0.1,0.0,-39.1,0.31,0.33,19.44,0.0,31.2,53
7.15,-2.69,18.5,0.1,0.0,-41.01,-0.61,0.33,21.46,0.0,31.1,53
7.2,-2.79,18.5,0.09,0.0,-43.87,0.0,0.33,23.61,0.0,31.1,53
7.25,-2.98,18.5,0.1,0.0,-46.73,0.61,0.33,25.9,0.0,31.1,53
7.3,-2.69,18.5,0.1,0.0,-48.64,0.31,0.33,28.31,0.0,31.2,53
7.35,-2.79,18.5,0.1,0.0,-51.5,-0.31,0.33,30.84,0.0,31.2,53
7.4,-2.49,18.5,0.1,0.0,-53.41,0.31,0.22,33.51,0.0,31.2,53
7.45,-2.39,18.5,0.1,0.0,-56.27,0.61,0.33,36.32,0.0,31.2,53
7.5,-2.88,18.5,0.09,0.0,-59.13,-0.61,0.33,39.25,0.0,31.2,53
7.55,-3.38,18.5,0.1,0.0,-95.37,0.0,0.0,43.68,0.0,31.2,53
7.6,-2.98,18.5,0.1,0.0,-244.15,-0.31,-0.11,54.72,0.0,31.3,53
7.65,-2.09,18.5,0.1,0.0,-456.82,1.22,-0.88,76.03,0.0,31.1,53
7.7,-2.39,18.5,0.1,0.0,-741.98,-0.31,-1.44,111.05,0.0,31.1,53
7.75,-2.19,18.5,0.1,0.0,-1030.0,0.61,-0.11,160.57,0.0,31.2,53
7.8,-3.48,18.5,0.1,0.0,-989.94,-0.31,0.44,210.94,0.0,31.2,53
7.85,-2.39,18.5,0.1,0.0,-762.96,-0.31,0.44,250.61,0.0,31.3,53
7.9,-2.19,18.5,0.1,0.0,-538.84,0.0,0.55,279.02,0.0,31.1,53
7.95,-2.19,18.5,0.1,0.0,-299.46,0.0,0.66,295.71,0.0,31.3,53
8.0,-2.49,18.5,0.11,0.0,-51.5,0.0,0.0,300.04,0.0,31.1,53
8.05,-3.08,18.5,0.1,0.0,0.0,0.31,0.0,300.05,0.0,31.2,53
